Season,H_win,ORtg_V,DRtg_V,TS_V,TOV_V,ORB_V,DRB_V,Wp100_V,ORtg_H,DRtg_H,TS_H,TOV_H,ORB_H,DRB_H,Wp100_H
2017,1,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366
2017,1,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,1,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683
2017,1,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732
2017,1,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293
2017,0,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586
2017,0,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366
2017,0,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317
2017,0,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976
2017,0,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,0,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,0,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583
2017,1,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317
2017,0,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732
2017,1,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366
2017,0,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,1,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683
2017,1,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095
2017,1,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586
2017,0,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586
2017,1,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317
2017,1,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976
2017,1,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976
2017,1,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,0,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244
2017,0,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366
2017,1,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683
2017,1,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684
2017,1,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317
2017,1,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366
2017,1,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366
2017,1,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,1,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317
2017,0,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,1,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878
2017,1,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732
2017,1,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586
2017,1,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317
2017,1,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561
2017,1,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,1,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512
2017,1,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684
2017,0,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586
2017,0,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366
2017,0,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366
2017,0,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,0,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317
2017,0,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,1,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095
2017,0,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366
2017,0,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878
2017,1,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683
2017,1,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366
2017,1,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317
2017,0,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976
2017,1,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,0,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366
2017,1,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732
2017,1,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683
2017,1,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,0,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366
2017,0,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,0,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976
2017,1,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637
2017,1,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512
2017,0,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684
2017,1,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317
2017,1,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756
2017,0,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583
2017,1,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976
2017,0,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,1,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,0,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878
2017,1,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146
2017,1,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,1,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637
2017,1,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586
2017,1,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732
2017,0,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684
2017,1,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586
2017,0,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683
2017,1,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976
2017,0,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366
2017,0,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,0,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683
2017,0,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,1,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732
2017,1,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146
2017,1,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586
2017,0,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586
2017,0,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683
2017,1,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317
2017,1,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976
2017,0,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293
2017,1,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561
2017,0,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,0,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,0,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637
2017,1,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095
2017,1,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366
2017,0,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878
2017,0,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,1,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317
2017,1,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,1,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586
2017,0,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683
2017,1,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976
2017,1,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561
2017,1,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,1,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366
2017,0,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637
2017,0,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684
2017,1,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317
2017,1,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366
2017,0,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,1,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317
2017,1,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,0,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512
2017,0,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366
2017,1,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683
2017,1,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,0,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244
2017,0,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366
2017,0,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,0,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637
2017,0,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583
2017,1,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683
2017,1,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293
2017,1,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586
2017,1,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317
2017,0,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976
2017,0,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317
2017,0,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146
2017,1,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512
2017,0,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,1,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,1,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244
2017,1,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366
2017,1,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,0,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683
2017,0,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586
2017,1,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317
2017,1,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366
2017,1,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976
2017,0,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976
2017,0,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683
2017,1,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,0,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244
2017,1,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,0,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512
2017,1,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684
2017,1,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317
2017,1,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586
2017,0,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583
2017,0,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976
2017,1,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317
2017,0,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095
2017,1,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146
2017,0,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439
2017,1,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683
2017,0,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637
2017,1,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684
2017,1,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293
2017,0,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756
2017,1,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366
2017,0,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366
2017,1,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,1,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878
2017,0,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732
2017,1,106.3,109.5,0.544,11.6,18.0,78.9,0.2926829268292683,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976
2017,1,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561
2017,1,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244
2017,1,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683
2017,0,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637
2017,1,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512
2017,0,113.6,107.6,0.603,14.1,21.0,76.3,0.7073170731707317,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684
2017,1,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293
2017,0,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586,109.8,110.1,0.571,12.9,20.4,75.9,0.5365853658536586
2017,1,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366
2017,0,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684
2017,1,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976,110.3,110.2,0.564,13.2,23.5,76.1,0.5121951219512195
2017,0,109.5,105.0,0.568,14.6,25.3,78.6,0.6341463414634146,107.6,103.9,0.552,13.0,21.5,78.4,0.6707317073170732
2017,1,105.2,110.1,0.545,13.3,20.0,75.6,0.3048780487804878,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756
2017,1,113.4,111.1,0.566,11.4,24.4,76.4,0.573170731707317,114.7,106.1,0.59,12.7,21.3,79.9,0.7926829268292683
2017,1,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366,109.1,106.4,0.549,12.3,23.3,79.1,0.5975609756097561
2017,1,107.9,104.8,0.543,12.2,23.7,78.6,0.573170731707317,113.8,105.9,0.575,12.1,23.0,77.7,0.7195121951219512
2017,1,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586,106.9,110.6,0.551,13.6,21.0,77.0,0.34146341463414637
2017,0,109.3,108.7,0.56,13.3,23.5,77.1,0.524390243902439,107.2,107.3,0.543,12.3,22.7,78.5,0.47560975609756095
2017,1,103.7,111.1,0.529,12.8,21.5,77.6,0.32926829268292684,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293
2017,0,103.5,112.8,0.532,13.9,22.5,76.5,0.25609756097560976,112.5,111.0,0.57,13.4,25.7,77.5,0.5609756097560976
2017,1,109.5,108.1,0.557,12.3,22.7,76.2,0.5853658536585366,106.5,108.0,0.548,13.8,23.6,77.7,0.4268292682926829
2017,0,107.1,110.7,0.544,13.3,24.1,76.7,0.35365853658536583,108.4,103.9,0.564,13.7,21.5,79.8,0.5853658536585366
2017,0,110.7,107.2,0.546,12.4,27.7,77.4,0.5853658536585366,112.9,111.9,0.584,12.6,20.1,77.3,0.6097560975609756
2017,0,103.8,110.9,0.529,12.6,20.6,80.6,0.32926829268292684,105.0,110.6,0.547,14.1,21.1,76.2,0.2926829268292683
2017,0,106.8,106.3,0.551,13.3,21.5,79.0,0.5365853658536586,109.4,109.1,0.549,11.4,22.2,80.7,0.43902439024390244
2017,1,104.5,111.0,0.539,14.0,22.4,76.5,0.2682926829268293,109.6,108.3,0.573,13.3,20.0,76.7,0.5853658536585366
